corte,id_avaluo,numero_finca,rule_id
2026-03,AV-2025-002025,2-318121,R-07
2026-03,AV-2025-003905,1-446917-238,R-07
2026-03,AV-2026-003965,2-679511,R-07
2026-03,AV-2025-001653,1-869317,R-07
2026-03,AV-2025-001133,1-137629,R-07
2026-03,AV-2024-002874,1-376477,R-07
2026-03,AV-2025-000928,6-392432,R-07
2026-03,AV-2024-003017,1-253344,R-07
2026-03,AV-2025-002702,5-143931,R-07
2026-03,AV-2026-000592,4-979784,R-07
2026-03,AV-2025-002150,3-933590,R-07
2026-03,AV-2025-002539,3-766200,R-07
2026-03,AV-2025-002953,4-713728,R-07
2026-03,AV-2025-000087,2-298321,R-07
2026-03,AV-2026-002712,3-513914,R-07
2026-03,AV-2024-003926,1-803830,R-07
2026-03,AV-2025-000002,2-696951,R-07
2026-03,AV-2025-000061,2-550243,R-07
2026-03,AV-2024-002273,2-765857,R-07
2026-03,AV-2025-003159,2-329588,R-07
2026-03,AV-2025-001232,2-872175,R-07
2026-03,AV-2024-002957,6-356475,R-07
2026-03,AV-2025-002418,4-370674-230,R-07
2026-03,AV-2025-001428,1-698939,R-07
2026-03,AV-2025-003326,2-836270,R-07
2026-03,AV-2026-003842,2-752157,R-07
2026-03,AV-2025-001043,3-306424,R-07
2026-03,AV-2025-003167,3-220378,R-07
2026-03,AV-2024-002881,2-132643,R-07
2026-03,AV-2024-003188,3-841297,R-07
2026-03,AV-2025-000157,1-286122,R-07
2026-03,AV-2025-001487,2-374892,R-07
2026-03,AV-2026-001706,1-326331,R-07
2026-03,AV-2025-003329,5-333150,R-07
2026-03,AV-2025-001338,2-195604,R-07
2026-03,AV-2024-001471,4-107355,R-07
2026-03,AV-2024-003880,4-308635,R-07
2026-03,AV-2025-003331,1-506195,R-07
2026-03,AV-2026-001308,4-821591,R-07
2026-03,AV-2024-000847,1-422369,R-07
2026-03,AV-2025-000103,4-358528,R-07
2026-03,AV-2026-001646,1-696789,R-07
2026-03,AV-2024-001987,1-106760,R-07
2026-03,AV-2025-000167,2-119915,R-07
2026-03,AV-2026-003408,4-155815,R-07
2026-03,AV-2025-002862,4-491014,R-07
2026-03,AV-2025-003652,4-375870,R-07
2026-03,AV-2025-003603,5-188308,R-07
2026-03,AV-2024-001260,3-559923,R-07
2026-03,AV-2025-000528,1-643940,R-07
2026-03,AV-2024-003241,2-548094,R-07
2026-03,AV-2025-000422,3-610752,R-07
2026-03,AV-2024-000401,1-926426,R-07
2026-03,AV-2025-001177,2-220954,R-07
2026-03,AV-2025-000695,1-570874,R-07
2026-03,AV-2024-000337,3-777291,R-07
2026-03,AV-2026-003030,1-411134,R-07
2026-03,AV-2025-003910,4-406954,R-07
2026-03,AV-2024-000086,2-716120,R-07
2026-03,AV-2026-003375,3-871833,R-07
2026-03,AV-2025-001337,5-301325,R-07
2026-03,AV-2025-001923,3-371214,R-07
2026-03,AV-2024-001722,1-405848,R-07
2026-03,AV-2025-002345,2-179033,R-07
2026-03,AV-2025-001711,3-870784-140,R-07
2026-03,AV-2026-001930,1-613001,R-07
2026-03,AV-2025-001108,3-136903,R-07
2026-03,AV-2025-001234,1-555322,R-07
2026-03,AV-2024-000121,1-247630,R-07
2026-03,AV-2025-001760,7-763650,R-07
2026-03,AV-2024-003757,1-852455,R-07
2026-03,AV-2025-003705,2-320289,R-07
2026-03,AV-2025-003689,3-950655,R-07
2026-03,AV-2025-003943,1-714627,R-07
2026-03,AV-2024-001785,1-443589,R-07
2026-03,AV-2025-000730,1-870162,R-07
2026-03,AV-2025-002663,5-798277,R-07
2026-03,AV-2026-000792,5-523728-057,R-07
2026-03,AV-2025-002452,7-252378,R-07
2026-03,AV-2025-003812,4-754142,R-07
2026-03,AV-2025-001702,4-174066,R-07
2026-03,AV-2025-000479,1-777515,R-07
2026-03,AV-2025-003513,4-828681,R-07
2026-03,AV-2025-000372,5-407113,R-07
2026-03,AV-2025-002532,2-850541,R-07
2026-03,AV-2026-002429,1-457235,R-07
2026-03,AV-2024-003925,7-881018,R-07
2026-03,AV-2026-001431,1-135657,R-07
2026-03,AV-2025-002547,1-379359,R-07
2026-03,AV-2025-001483,1-804526,R-06
2026-03,AV-2025-002433,6-197721-024,R-06
2026-03,AV-2025-003778,1-343745-062,R-06
2026-03,AV-2025-002365,4-200323,R-06
2026-03,AV-2025-001657,1-535205-023,R-06
2026-03,AV-2025-001604,1-387288-220,R-06
2026-03,AV-2025-000354,4-494820,R-06
2026-03,AV-2026-003698,6-982161-342,R-06
2026-03,AV-2025-000863,3-671686-183,R-06
2026-03,AV-2024-002929,4-980604,R-06
2026-03,AV-2025-003253,1-177231,R-06
2026-03,AV-2025-000143,7-898219,R-06
2026-03,AV-2025-002548,1-430689,R-06
2026-03,AV-2025-003119,1-718379,R-06
2026-03,AV-2025-000379,1-395045,R-06
2026-03,AV-2025-002944,1-751137,R-06
2026-03,AV-2026-001136,3-449262,R-06
2026-03,AV-2025-002706,1-590998-197,R-06
2026-03,AV-2025-001781,7-767073,R-06
2026-03,AV-2025-003272,3-242379,R-06
2026-03,AV-2025-000509,1-282501-217,R-06
2026-03,AV-2026-001832,4-736614-243,R-06
2026-03,AV-2025-002315,4-795885,R-06
2026-03,AV-2025-000520,1-714808-026,R-06
2026-03,AV-2026-001181,5-717961,R-06
2026-03,AV-2024-003928,4-190235-030,R-06
2026-03,AV-2025-000469,6-432817,R-06
2026-03,AV-2025-000536,1-995647,R-06
2026-03,AV-2025-002287,3-363061,R-06
2026-03,AV-2025-001715,4-864129-262,R-06
2026-03,AV-2025-001652,7-747619,R-06
2026-03,AV-2026-000094,1-528363,R-06
2026-03,AV-2025-000290,1-277862,R-06
2026-03,AV-2025-000165,1-742581,R-06
2026-03,AV-2026-003792,3-343848,R-06
2026-03,AV-2025-002674,5-445493-039,R-06
2026-03,AV-2025-002479,3-609182-252,R-06
2026-03,AV-2024-001738,4-285585-097,R-06
2026-03,AV-2025-002726,1-736519,R-06
2026-03,AV-2026-002608,6-728012,R-06
2026-03,AV-2025-001740,1-914143,R-06
2026-03,AV-2025-003415,3-769857,R-06
2026-03,AV-2025-002635,1-881657-129,R-06
2026-03,AV-2025-000282,2-756566-354,R-06
2026-03,AV-2024-003893,5-484487-357,R-06
2026-03,AV-2025-002432,1-862218-115,R-06
2026-03,AV-2025-000042,5-751971,R-06
2026-03,AV-2025-001049,1-858987-178,R-06
2026-03,AV-2025-002157,4-706875-232,R-06
2026-03,AV-2024-002902,1-431572-129,R-06
2026-03,AV-2025-003676,1-648320,R-06
2026-03,AV-2025-002156,2-857415,R-06
2026-03,AV-2026-003222,2-929223-315,R-06
2026-03,AV-2024-001645,4-927315-009,R-06
2026-03,AV-2025-002661,4-925059-074,R-06
2026-03,AV-2025-000445,1-140514,R-06
2026-03,AV-2025-002103,4-585170,R-06
2026-03,AV-2025-000855,1-393840-194,R-06
2026-03,AV-2025-002340,7-700298,R-06
2026-03,AV-2026-003953,3-445310,R-06
2026-03,AV-2025-000980,1-916508,R-06
2026-03,AV-2025-002171,2-883048-268,R-06
2026-03,AV-2024-003156,1-598076-197,R-06
2026-03,AV-2025-002773,1-344508,R-06
2026-03,AV-2025-001306,1-464927,R-06
2026-03,AV-2025-002836,2-987693,R-06
2026-03,AV-2024-001237,4-517503,R-06
2026-03,AV-2026-000866,2-174780,R-06
2026-03,AV-2025-003534,2-992351-212,R-06
2026-03,AV-2025-000483,1-959677,R-06
2026-03,AV-2025-001462,4-679451,R-06
2026-03,AV-2025-003127,4-947052-175,R-06
2026-03,AV-2026-003249,6-720342,R-06
2026-03,AV-2025-003665,2-516069,R-06
2026-03,AV-2025-002533,1-829913-042,R-06
2026-03,AV-2026-000323,4-140913-177,R-06
2026-03,AV-2026-001256,4-249974-246,R-06
2026-03,AV-2025-000911,2-387681-032,R-06
2026-03,AV-2024-000662,3-879605,R-06
2026-03,AV-2025-003528,2-478464,R-06
2026-03,AV-2025-000816,3-351842-062,R-06
2026-03,AV-2025-003957,1-991122-012,R-06
2026-03,AV-2025-002011,1-862776,R-06
2026-03,AV-2025-000935,3-754199,R-06
2026-03,AV-2026-002013,1-999716-359,R-06
2026-03,AV-2024-000613,1-604192,R-06
2026-03,AV-2024-003258,1-761303,R-06
2026-03,AV-2025-002559,4-879413,R-06
2026-03,AV-2025-002893,2-123541-038,R-06
2026-03,AV-2025-002565,4-330468,R-06
2026-03,AV-2025-000810,1-911388,R-06
2026-03,AV-2025-003444,3-954324-335,R-06
2026-03,AV-2025-003174,4-501071,R-06
2026-03,AV-2025-000378,4-851918-351,R-06
2026-03,AV-2024-002233,2-511911,R-06
2026-03,AV-2024-000026,5-497653,R-06
2026-03,AV-2026-002819,1-882115-322,R-06
2026-03,AV-2024-001067,5-742547-121,R-06
2026-03,AV-2025-002474,4-643069,R-06
2026-03,AV-2025-003405,5-629406,R-06
2026-03,AV-2025-002045,4-972867-394,R-06
2026-03,AV-2025-003522,3-769327,R-06
2026-03,AV-2025-000077,1-542214-330,R-06
2026-03,AV-2025-001671,4-223457-286,R-06
2026-03,AV-2025-000333,1-300341,R-06
2026-03,AV-2025-001144,2-137582,R-06
2026-03,AV-2025-003215,1-154663-096,R-06
2026-03,AV-2026-002169,4-522091,R-06
2026-03,AV-2025-002293,1-298127-042,R-06
2026-03,AV-2025-000276,3-991209,R-06
2026-03,AV-2025-003524,1-122100-080,R-06
2026-03,AV-2025-001080,3-170615-207,R-06
2026-03,AV-2025-001887,7-202111-315,R-06
2026-03,AV-2025-001943,1-444258,R-06
2026-03,AV-2024-002155,1-201184,R-06
2026-03,AV-2026-001544,1-181338,R-06
2026-03,AV-2025-001463,1-854217,R-06
2026-03,AV-2025-003720,4-930947-235,R-06
2026-03,AV-2025-000479,1-777515,R-06
2026-03,AV-2025-001284,6-988594,R-06
2026-03,AV-2025-000075,4-127064,R-06
2026-03,AV-2024-000763,5-940740,R-06
2026-03,AV-2026-000926,2-366741,R-06
2026-03,AV-2025-000886,1-120483,R-06
2026-03,AV-2026-000571,7-899666,R-06
2026-03,AV-2025-003511,6-890574,R-06
2026-03,AV-2024-000370,7-452099,R-06
2026-03,AV-2025-001621,7-745334-136,R-06
2026-03,AV-2024-001527,4-305699,R-06
2026-03,AV-2025-000271,2-959764,R-06
2026-03,AV-2025-001127,6-889111-107,R-06
2026-03,AV-2025-002804,2-664654,R-06
2026-03,AV-2025-003889,1-530748,R-06
2026-03,AV-2025-003887,3-996029-269,R-06
2026-03,AV-2025-001691,1-637049-083,R-06
2026-03,AV-2025-003689,3-950655,R-06
2026-03,AV-2025-003741,7-899039,R-06
2026-03,AV-2026-002875,4-880003,R-06
2026-03,AV-2024-003476,1-955663,R-06
2026-03,AV-2025-003217,4-336693,R-06
2026-03,AV-2025-002538,1-236510,R-06
2026-03,AV-2024-000258,1-793119-348,R-06
2026-03,AV-2024-003503,4-388625,R-06
2026-03,AV-2025-000860,1-327809,R-06
2026-03,AV-2025-003297,4-254214-247,R-06
2026-03,AV-2025-003080,4-223259,R-06
2026-03,AV-2024-001538,3-457809-373,R-06
2026-03,AV-2024-001785,1-443589,R-06
2026-03,AV-2025-000140,4-423919-397,R-06
2026-03,AV-2024-002711,3-420644,R-06
2026-03,AV-2025-003350,4-741961,R-06
2026-03,AV-2025-001927,3-995650,R-06
2026-03,AV-2025-003924,1-950043-355,R-06
2026-03,AV-2025-003950,1-559908,R-06
2026-03,AV-2025-001769,1-897518,R-06
2026-03,AV-2026-000961,1-264460,R-06
2026-03,AV-2024-002634,4-789541-195,R-06
2026-03,AV-2025-002452,7-252378,R-06
2026-03,AV-2025-000400,1-185516-383,R-06
2026-03,AV-2024-002142,4-339088,R-06
2026-03,AV-2024-001358,4-472741,R-06
2026-03,AV-2025-002922,4-353684,R-06
2026-03,AV-2026-003029,3-587849-111,R-06
2026-03,AV-2026-000231,1-667905,R-06
2026-03,AV-2024-000725,3-806276-175,R-06
2026-03,AV-2025-001143,4-289380,R-06
2026-03,AV-2025-003885,4-854504,R-06
2026-03,AV-2025-000709,1-777187-309,R-06
2026-03,AV-2025-000056,1-565517,R-06
2026-03,AV-2026-003015,3-907620-108,R-06
2026-03,AV-2025-000543,5-598561,R-06
2026-03,AV-2025-001022,4-763220-369,R-06
2026-03,AV-2025-001421,1-182541,R-06
2026-03,AV-2026-003304,1-958457,R-06
2026-03,AV-2025-002680,2-790797-239,R-06
2026-03,AV-2025-002278,5-408156-345,R-06
2026-03,AV-2024-000512,7-327158,R-06
2026-03,AV-2025-003851,3-369618,R-06
2026-03,AV-2025-001984,2-950969,R-06
2026-03,AV-2025-003753,4-434699,R-06
2026-03,AV-2025-003537,1-283500,R-06
2026-03,AV-2025-001474,2-488029,R-06
2026-03,AV-2025-000753,4-552428-381,R-06
2026-03,AV-2024-001037,1-704255,R-06
2026-03,AV-2025-002599,1-286287,R-06
2026-03,AV-2024-000357,1-754013,R-06
2026-03,AV-2025-002547,1-379359,R-06
2026-03,AV-2025-003097,1-125844-122,R-06
2026-03,AV-2025-000832,4-247480,R-06
2026-03,AV-2024-001850,3-195465,R-06
2026-03,AV-2026-002889,4-692419,R-06
2026-03,AV-2025-002234,1-670657,R-06
2026-03,AV-2024-000121,1-247630,R-06
2026-03,AV-2024-003595,1-579136,R-06
2026-03,AV-2026-000185,7-373452,R-06
2026-03,AV-2025-003597,1-581813,R-06
2026-03,AV-2024-002208,5-998930-213,R-06
2026-03,AV-2025-001413,7-691826,R-06
2026-03,AV-2024-001456,4-718035,R-06
2026-03,AV-2025-002281,4-534066,R-06
2026-03,AV-2024-003649,1-828461-301,R-06
2026-03,AV-2026-000066,2-272775,R-06
2026-03,AV-2024-003038,1-805080,R-06
2026-03,AV-2026-000612,6-959754,R-06
2026-03,AV-2024-001315,1-975113,R-06
2026-03,AV-2026-001310,1-563672,R-06
2026-03,AV-2025-001533,3-357422,R-06
2026-03,AV-2026-002028,2-101789,R-06
2026-03,AV-2025-003550,1-781452,R-06
2026-03,AV-2025-003935,1-760221-384,R-06
2026-03,AV-2025-000392,4-713062,R-06
2026-03,AV-2024-001009,2-426171,R-06
2026-03,AV-2024-002874,1-376477,R-06
2026-03,AV-2024-000477,6-883218,R-06
2026-03,AV-2025-002996,1-413533-156,R-06
2026-03,AV-2025-001240,7-241624,R-06
2026-03,AV-2025-001121,3-212716-130,R-06
2026-03,AV-2025-003485,2-801958,R-06
2026-03,AV-2025-002334,1-667417,R-06
2026-03,AV-2025-001129,6-191382,R-06
2026-03,AV-2025-002882,2-306590,R-06
2026-03,AV-2024-003052,3-476406-368,R-06
2026-03,AV-2025-001549,4-222371,R-06
2026-03,AV-2025-000424,1-982729,R-06
2026-03,AV-2025-000273,4-282947,R-06
2026-03,AV-2025-001771,5-484088,R-06
2026-03,AV-2024-002815,3-360691,R-06
2026-03,AV-2025-001802,1-223425-187,R-06
2026-03,AV-2024-000297,4-486309,R-06
2026-03,AV-2024-000166,1-748812,R-06
2026-03,AV-2025-001952,1-545157-109,R-06
2026-03,AV-2026-001897,1-723240,R-06
2026-03,AV-2025-002542,4-747282,R-06
2026-03,AV-2025-003557,3-662538,R-06
2026-03,AV-2025-002900,6-995420,R-06
2026-03,AV-2024-000394,1-593321,R-06
2026-03,AV-2025-000639,1-891744,R-06
2026-03,AV-2025-001623,4-456725,R-06
2026-03,AV-2025-003460,1-650143-310,R-06
2026-03,AV-2025-000737,6-449218-070,R-06
2026-03,AV-2024-003501,3-362859,R-06
2026-03,AV-2024-002980,6-864514,R-06
2026-03,AV-2025-000514,4-745864-373,R-06
2026-03,AV-2025-002655,3-535617,R-06
2026-03,AV-2024-001171,1-237457-135,R-06
2026-03,AV-2024-003602,1-854097,R-06
2026-03,AV-2025-001582,4-119756,R-06
2026-03,AV-2024-000923,1-442776-172,R-06
2026-03,AV-2025-002092,1-342583,R-06
2026-03,AV-2024-002708,3-979647,R-06
2026-03,AV-2025-001481,4-429477,R-06
2026-03,AV-2025-001918,2-845866,R-06
2026-03,AV-2026-000591,2-705394,R-06
2026-03,AV-2025-000210,4-337225,R-06
2026-03,AV-2024-003922,1-919989,R-06
2026-03,AV-2026-003030,1-411134,R-06
2026-03,AV-2024-002881,2-132643,R-06
2026-03,AV-2025-000303,1-662735,R-08
2026-03,AV-2025-002520,1-349945,R-08
2026-03,AV-2025-002882,2-306590,R-08
2026-03,AV-2025-001417,1-462157,R-08
2026-03,AV-2025-001224,1-620650-308,R-08
2026-03,AV-2026-001879,3-815157,R-08
2026-03,AV-2025-003890,6-791202,R-08
2026-03,AV-2025-000865,1-524008-376,R-08
2026-03,AV-2025-003442,1-184171-251,R-08
2026-03,AV-2025-000273,4-282947,R-08
2026-03,AV-2026-000739,2-503155,R-08
2026-03,AV-2024-002779,1-327555,R-08
2026-03,AV-2025-001449,1-225689,R-08
2026-03,AV-2025-000516,1-452356,R-08
2026-03,AV-2024-001901,1-752201-388,R-08
2026-03,AV-2024-001651,3-679834,R-08
2026-03,AV-2025-000309,1-908549-395,R-08
2026-03,AV-2026-003505,1-868612,R-08
2026-03,AV-2024-002262,1-314897,R-08
2026-03,AV-2024-003684,4-422816,R-08
2026-03,AV-2025-000032,5-888463,R-08
2026-03,AV-2024-003410,4-798002-096,R-08
2026-03,AV-2024-000297,4-486309,R-08
2026-03,AV-2024-000892,2-908573,R-08
2026-03,AV-2025-000646,4-926855,R-08
2026-03,AV-2024-001572,3-393393,R-08
2026-03,AV-2025-003896,1-396547,R-08
2026-03,AV-2025-002524,2-807751,R-08
2026-03,AV-2024-000829,1-512586,R-08
2026-03,AV-2024-000923,1-442776-172,R-08
2026-03,AV-2025-000105,6-305181-311,R-08
2026-03,AV-2025-001240,7-241624,R-08
2026-03,AV-2026-003054,1-470895,R-08
2026-03,AV-2026-001926,4-760845,R-08
2026-03,AV-2026-000867,1-302752-046,R-08
2026-03,AV-2025-003594,3-860948,R-08
2026-03,AV-2025-003040,2-501430,R-08
2026-03,AV-2025-003822,3-749951,R-08
2026-03,AV-2024-002321,1-299296,R-08
2026-03,AV-2024-001750,2-218485-214,R-08
2026-03,AV-2025-001121,3-212716-130,R-08
2026-03,AV-2025-000261,1-953109,R-08
2026-03,AV-2025-003255,5-965162,R-08
2026-03,AV-2025-001108,3-136903,R-08
2026-03,AV-2024-003267,4-682504,R-08
2026-03,AV-2024-001599,1-595931,R-08
2026-03,AV-2026-003440,1-387926,R-08
2026-03,AV-2025-000325,4-677186,R-08
2026-03,AV-2025-002379,5-188130,R-08
2026-03,AV-2025-003387,1-900829-371,R-08
2026-03,AV-2025-003330,1-413509,R-08
2026-03,AV-2025-001822,7-921985,R-08
2026-03,AV-2025-001286,2-188590-292,R-08
2026-03,AV-2025-000215,2-107489-173,R-08
2026-03,AV-2025-003571,5-608553,R-08
2026-03,AV-2025-003245,1-490094,R-08
2026-03,AV-2024-003368,6-379001,R-08
2026-03,AV-2026-003762,2-950868,R-08
2026-03,AV-2024-002748,2-962104,R-08
2026-03,AV-2025-001641,4-221821,R-08
2026-03,AV-2025-002813,2-562718,R-08
2026-03,AV-2026-002316,4-557968,R-08
2026-03,AV-2025-003639,3-508601,R-08
2026-03,AV-2025-002458,1-877101-190,R-08
2026-03,AV-2026-000078,7-769883,R-08
2026-03,AV-2025-001481,4-429477,R-08
2026-03,AV-2025-003316,2-346310,R-08
2026-03,AV-2026-003294,4-130091,R-08
2026-03,AV-2026-003504,1-398474,R-08
2026-03,AV-2025-001383,2-308754,R-08
2026-03,AV-2025-001955,5-130762,R-08
2026-03,AV-2025-001760,7-763650,R-08
2026-03,AV-2025-001665,2-699276,R-08
2026-03,AV-2025-003323,2-420089,R-08
2026-03,AV-2024-003052,3-476406-368,R-08
2026-03,AV-2025-003656,1-401316,R-08
2026-03,AV-2024-001787,4-963537,R-08
2026-03,AV-2025-001019,1-409230,R-08
2026-03,AV-2025-003815,3-323839,R-08
2026-03,AV-2026-003173,4-263548,R-08
2026-03,AV-2025-002825,5-475202,R-08
2026-03,AV-2024-003758,6-412551,R-08
2026-03,AV-2024-003772,4-249964,R-08
2026-03,AV-2024-000274,3-390426,R-08
2026-03,AV-2024-002846,3-181667,R-08
2026-03,AV-2025-003703,1-714445,R-08
2026-03,AV-2026-003678,4-822547-058,R-08
2026-03,AV-2025-002215,1-476515-315,R-08
2026-03,AV-2025-001617,1-806626,R-08
2026-03,AV-2026-000341,1-497060,R-08
2026-03,AV-2025-001743,2-378853-245,R-08
2026-03,AV-2024-002531,1-661202,R-08
2026-03,AV-2025-003990,3-784103,R-08
2026-03,AV-2025-000485,1-940924-131,R-08
2026-03,AV-2024-002125,2-557969,R-08
2026-03,AV-2025-001632,4-940363,R-08
2026-03,AV-2025-001613,2-272040,R-08
2026-03,AV-2025-000207,6-254558,R-08
2026-03,AV-2025-003433,3-498814,R-08
2026-03,AV-2025-000150,5-369142,R-08
2026-03,AV-2024-003431,2-939308,R-08
2026-03,AV-2024-001848,2-529032,R-08
2026-03,AV-2025-003471,2-879892,R-08
2026-03,AV-2025-003589,1-939619,R-08
2026-03,AV-2025-001086,1-365436-231,R-08
2026-03,AV-2025-001099,2-803559,R-08
2026-03,AV-2024-000405,4-629328-125,R-08
2026-03,AV-2025-003031,5-713933,R-08
2026-03,AV-2025-002046,5-488061,R-08
2026-03,AV-2026-002809,2-757526,R-08
2026-03,AV-2025-002934,1-450726,R-08
2026-03,AV-2025-002631,7-839630-108,R-08
2026-03,AV-2026-000438,5-310536,R-08
2026-03,AV-2025-000771,4-970273,R-08
2026-03,AV-2025-000071,3-273956,R-08
